Column,z,MF_Frac,MassFeature_Column,Identification,Confidence,mz,rt,QE.RF.ratio,HILICMix,Conc..uM,Emperical.Formula,date,HILICMixMatch,RF
HILIC,1,I148.0605R12.12_HILICPos,I148.0605R12.12_HILIC_X_HILIC,Glutamic acid,1,148.0604571,727.2183115,1.83,Mix1,4,C5H9NO4,170410,Mix1,6541543.5
HILIC,1,I148.0605R12.12_HILICPos,I148.0605R12.12_HILIC_X_HILIC,Glutamic acid,1,148.0604571,727.2183115,1.83,Mix1,4,C5H9NO4,170419,Mix1,4406956.5
HILIC,1,I148.0605R12.12_HILICPos,I148.0605R12.12_HILIC_X_HILIC,Glutamic acid,1,148.0604571,727.2183115,1.83,Mix1,4,C5H9NO4,180702,Mix1,8179880.25
HILIC,1,I148.0968R8.21_HILICPos,I148.0968R8.21_HILIC_X_HILIC,4-Hydroxyisoleucine,1,148.0968289,492.3090337,NA,Mix2,4,C6H13NO3,170410,Mix2,NaN
HILIC,1,I148.0968R8.21_HILICPos,I148.0968R8.21_HILIC_X_HILIC,4-Hydroxyisoleucine,1,148.0968289,492.3090337,NA,Mix2,4,C6H13NO3,170419,Mix2,NaN
HILIC,1,I148.0968R8.21_HILICPos,I148.0968R8.21_HILIC_X_HILIC,4-Hydroxyisoleucine,1,148.0968289,492.3090337,NA,Mix2,4,C6H13NO3,180702,Mix2,24090992
HILIC,1,I152.0567R8.12_HILICPos,I152.0567R8.12_HILIC_X_HILIC,Guanine,1,152.0567341,487.3730565,NA,Mix2,4,C5H5N5O,170410,Mix2,37898047
HILIC,1,I152.0567R8.12_HILICPos,I152.0567R8.12_HILIC_X_HILIC,Guanine,1,152.0567341,487.3730565,NA,Mix2,4,C5H5N5O,170419,Mix2,50529318
HILIC,1,I152.0567R8.12_HILICPos,I152.0567R8.12_HILIC_X_HILIC,Guanine,1,152.0567341,487.3730565,NA,Mix2,4,C5H5N5O,180702,Mix2,50340828
HILIC,1,I160.0969R8.37_HILICPos,I160.0969R8.37_HILIC_X_HILIC,Betonicine,1,160.096881,502.2138686,NA,Mix2,4,C7H13NO3,170410,Mix2,NaN
HILIC,1,I160.0969R8.37_HILICPos,I160.0969R8.37_HILIC_X_HILIC,Betonicine,1,160.096881,502.2138686,NA,Mix2,4,C7H13NO3,170419,Mix2,NaN
HILIC,1,I160.0969R8.37_HILICPos,I160.0969R8.37_HILIC_X_HILIC,Betonicine,1,160.096881,502.2138686,NA,Mix2,4,C7H13NO3,180702,Mix2,602404736
RP,1,I166.0864R1.12_CyanoAq,I166.0864R1.12_CyanoAq_X_RP,Phenylalanine,1,166.0863823,67.38254579,0.632,RP,0.25,C9H11NO2,170413,RP,440169216
RP,1,I166.0864R1.12_CyanoAq,I166.0864R1.12_CyanoAq_X_RP,Phenylalanine,1,166.0863823,67.38254579,0.632,RP,0.25,C9H11NO2,170425,RP,2173114176
RP,1,I166.0864R1.12_CyanoAq,I166.0864R1.12_CyanoAq_X_RP,Phenylalanine,1,166.0863823,67.38254579,0.632,RP,0.25,C9H11NO2,180716,RP,1654195328
HILIC,1,I175.119R17.83_HILICPos,I175.119R17.83_HILIC_X_HILIC,Arginine,1,175.1190291,1069.967292,0.849,Mix1,4,C6H14N4O2,170410,Mix1,17097447
HILIC,1,I175.119R17.83_HILICPos,I175.119R17.83_HILIC_X_HILIC,Arginine,1,175.1190291,1069.967292,0.849,Mix1,4,C6H14N4O2,170419,Mix1,11654926.5
HILIC,1,I175.119R17.83_HILICPos,I175.119R17.83_HILIC_X_HILIC,Arginine,1,175.1190291,1069.967292,0.849,Mix1,4,C6H14N4O2,180702,Mix1,33733931
HILIC,1,I179.0048R7.02_HILICPos,I179.0048R7.02_HILIC_X_HILIC,Arsenobetaine,1,179.0048127,421.0281658,NA,Mix2,4,C5H11AsO2,170410,Mix2,NaN
HILIC,1,I179.0048R7.02_HILICPos,I179.0048R7.02_HILIC_X_HILIC,Arsenobetaine,1,179.0048127,421.0281658,NA,Mix2,4,C5H11AsO2,170419,Mix2,NaN
HILIC,1,I179.0048R7.02_HILICPos,I179.0048R7.02_HILIC_X_HILIC,Arsenobetaine,1,179.0048127,421.0281658,NA,Mix2,4,C5H11AsO2,180702,Mix2,461965536
HILIC,1,I204.1232R7.22_HILICPos,I204.1232R7.22_HILIC_X_HILIC,Acetyl-L-carnitine,1,204.1231804,433.4715791,NA,Mix1,4,C9H17NO4,170410,Mix1,NaN
HILIC,1,I204.1232R7.22_HILICPos,I204.1232R7.22_HILIC_X_HILIC,Acetyl-L-carnitine,1,204.1231804,433.4715791,NA,Mix1,4,C9H17NO4,170419,Mix1,NaN
HILIC,1,I204.1232R7.22_HILICPos,I204.1232R7.22_HILIC_X_HILIC,Acetyl-L-carnitine,1,204.1231804,433.4715791,NA,Mix1,4,C9H17NO4,180702,Mix1,804801664
HILIC,1,I252.1092R3.46_HILICPos,I252.1092R3.46_HILIC_X_HILIC,Deoxyadenosine,1,252.1091636,207.5733001,NA,Mix2,4,C10H13N5O3,170410,Mix2,NaN
HILIC,1,I252.1092R3.46_HILICPos,I252.1092R3.46_HILIC_X_HILIC,Deoxyadenosine,1,252.1091636,207.5733001,NA,Mix2,4,C10H13N5O3,170419,Mix2,NaN
HILIC,1,I252.1092R3.46_HILICPos,I252.1092R3.46_HILIC_X_HILIC,Deoxyadenosine,1,252.1091636,207.5733001,NA,Mix2,4,C10H13N5O3,180702,Mix2,334971168
HILIC,1,I284.0991R8.89_HILICPos,I284.0991R8.89_HILIC_X_HILIC,Guanosine,1,284.0990577,533.6457598,NA,Mix2,4,C10H13N5O5,170410,Mix2,35990296
HILIC,1,I284.0991R8.89_HILICPos,I284.0991R8.89_HILIC_X_HILIC,Guanosine,1,284.0990577,533.6457598,NA,Mix2,4,C10H13N5O5,170419,Mix2,29033226
HILIC,1,I284.0991R8.89_HILICPos,I284.0991R8.89_HILIC_X_HILIC,Guanosine,1,284.0990577,533.6457598,NA,Mix2,4,C10H13N5O5,180702,Mix2,30989754
RP,1,I298.0971R2.1_CyanoAq,I298.0971R2.1_CyanoAq_X_RP,Methylthioadenosine,1,298.0970625,125.7416991,1,RP,0.25,C11H15N5O3S,170413,RP,65555820
RP,1,I298.0971R2.1_CyanoAq,I298.0971R2.1_CyanoAq_X_RP,Methylthioadenosine,1,298.0970625,125.7416991,1,RP,0.25,C11H15N5O3S,170425,RP,410958320
RP,1,I298.0971R2.1_CyanoAq,I298.0971R2.1_CyanoAq_X_RP,Methylthioadenosine,1,298.0970625,125.7416991,1,RP,0.25,C11H15N5O3S,180716,RP,366471168
HILIC,-1,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILIC_X_HILIC,AMP,1,346.0564275,723.6659792,0.813,Mix2,4,C10H14N5O7P,170410,Mix2,11585449.5
HILIC,-1,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILIC_X_HILIC,AMP,1,346.0564275,723.6659792,0.813,Mix2,4,C10H14N5O7P,170419,Mix2,8877449.25
HILIC,-1,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILIC_X_HILIC,AMP,1,346.0564275,723.6659792,0.813,Mix2,4,C10H14N5O7P,180702,Mix2,7981519.25
RP,1,I377.1459R4.24_CyanoAq,I377.1459R4.24_CyanoAq_X_RP,Vitamin B2,1,377.1458995,254.3509786,0.89,RP,0.25,C17H20N4O6,170413,RP,57481936
RP,1,I377.1459R4.24_CyanoAq,I377.1459R4.24_CyanoAq_X_RP,Vitamin B2,1,377.1458995,254.3509786,0.89,RP,0.25,C17H20N4O6,170425,RP,138602128
RP,1,I377.1459R4.24_CyanoAq,I377.1459R4.24_CyanoAq_X_RP,Vitamin B2,1,377.1458995,254.3509786,0.89,RP,0.25,C17H20N4O6,180716,RP,143759216
HILIC,-1,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILIC_X_HILIC,UDP-glucosamine,1,606.0756192,778.9529008,0.881,Mix2,4,C17H27N3O17P2,170410,Mix2,8353743.25
HILIC,-1,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILIC_X_HILIC,UDP-glucosamine,1,606.0756192,778.9529008,0.881,Mix2,4,C17H27N3O17P2,170419,Mix2,6535159
HILIC,-1,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILIC_X_HILIC,UDP-glucosamine,1,606.0756192,778.9529008,0.881,Mix2,4,C17H27N3O17P2,180702,Mix2,5108171.875
HILIC,-1,Inosine,Inosine_X_HILIC,Inosine,1,267.072946,454.20000000000005,NA,Mix2,4,C10H12N4O5,170410,Mix2,NaN
HILIC,-1,Inosine,Inosine_X_HILIC,Inosine,1,267.072946,454.20000000000005,NA,Mix2,4,C10H12N4O5,170419,Mix2,NaN
HILIC,-1,Inosine,Inosine_X_HILIC,Inosine,1,267.072946,454.20000000000005,NA,Mix2,4,C10H12N4O5,180702,Mix2,21013694
HILIC,-1,Isethionic Acid,Isethionic Acid_X_HILIC,Isethionic Acid,1,124.990857,432,0.758,Mix2,4,C2H6O4S,170410,Mix2,151196952
HILIC,-1,Isethionic Acid,Isethionic Acid_X_HILIC,Isethionic Acid,1,124.990857,432,0.758,Mix2,4,C2H6O4S,170419,Mix2,186684364
HILIC,-1,Isethionic Acid,Isethionic Acid_X_HILIC,Isethionic Acid,1,124.990857,432,0.758,Mix2,4,C2H6O4S,180702,Mix2,68856020
RP,1,Kynurenine,Kynurenine_X_RP,Kynurenine,1,209.092618,76.2,0.564,RP,0.25,C10H12N2O3,170413,RP,34068732
RP,1,Kynurenine,Kynurenine_X_RP,Kynurenine,1,209.092618,76.2,0.564,RP,0.25,C10H12N2O3,170425,RP,140816612
RP,1,Kynurenine,Kynurenine_X_RP,Kynurenine,1,209.092618,76.2,0.564,RP,0.25,C10H12N2O3,180716,RP,126598184
HILIC,-1,L-Pyroglutamic acid,L-Pyroglutamic acid_X_HILIC,L-Pyroglutamic acid,1,128.034768,478.2,NA,Mix1,4,C5H7NO3,170410,Mix1,NaN
HILIC,-1,L-Pyroglutamic acid,L-Pyroglutamic acid_X_HILIC,L-Pyroglutamic acid,1,128.034768,478.2,NA,Mix1,4,C5H7NO3,170419,Mix1,NaN
HILIC,-1,L-Pyroglutamic acid,L-Pyroglutamic acid_X_HILIC,L-Pyroglutamic acid,1,128.034768,478.2,NA,Mix1,4,C5H7NO3,180702,Mix1,59748596
HILIC,1,Lysine,Lysine_X_HILIC,Lysine,1,147.113353,1050,0.822,Mix1,4,C6H14N2O2,170410,Mix1,3666483.25
HILIC,1,Lysine,Lysine_X_HILIC,Lysine,1,147.113353,1050,0.822,Mix1,4,C6H14N2O2,170419,Mix1,3455632.75
HILIC,1,Lysine,Lysine_X_HILIC,Lysine,1,147.113353,1050,0.822,Mix1,4,C6H14N2O2,180702,Mix1,5245734.75
HILIC,-1,Malic Acid,Malic Acid_X_HILIC,Malic Acid,1,133.0137,718.2,0.725,Mix1,4,C4H6O5,170410,Mix1,38439200.5
HILIC,-1,Malic Acid,Malic Acid_X_HILIC,Malic Acid,1,133.0137,718.2,0.725,Mix1,4,C4H6O5,170419,Mix1,19715106
HILIC,-1,Malic Acid,Malic Acid_X_HILIC,Malic Acid,1,133.0137,718.2,0.725,Mix1,4,C4H6O5,180702,Mix1,45399713
HILIC,1,Methionine Sulfoxide,Methionine Sulfoxide_X_HILIC,Methionine Sulfoxide,1,166.053791,583.8000000000001,NA,Mix1,4,C5H11NO3S,170410,Mix1,34083780
HILIC,1,Methionine Sulfoxide,Methionine Sulfoxide_X_HILIC,Methionine Sulfoxide,1,166.053791,583.8000000000001,NA,Mix1,4,C5H11NO3S,170419,Mix1,21540067
HILIC,1,Methionine Sulfoxide,Methionine Sulfoxide_X_HILIC,Methionine Sulfoxide,1,166.053791,583.8000000000001,NA,Mix1,4,C5H11NO3S,180702,Mix1,37332747
HILIC,1,Methionine,Methionine_X_HILIC,Methionine,1,150.058876,477.6,0.85,Mix1,4,C5H11NO2S,170410,Mix1,35875436
HILIC,1,Methionine,Methionine_X_HILIC,Methionine,1,150.058876,477.6,0.85,Mix1,4,C5H11NO2S,170419,Mix1,28099225
HILIC,1,Methionine,Methionine_X_HILIC,Methionine,1,150.058876,477.6,0.85,Mix1,4,C5H11NO2S,180702,Mix1,44967666
HILIC,-1,N-acetyltaurine,N-acetyltaurine_X_HILIC,N-acetyltaurine,1,166.017406,224.4,1.111,Mix2,4,C4H9NO4S,170410,Mix2,169808432
HILIC,-1,N-acetyltaurine,N-acetyltaurine_X_HILIC,N-acetyltaurine,1,166.017406,224.4,1.111,Mix2,4,C4H9NO4S,170419,Mix2,268498032
HILIC,-1,N-acetyltaurine,N-acetyltaurine_X_HILIC,N-acetyltaurine,1,166.017406,224.4,1.111,Mix2,4,C4H9NO4S,180702,Mix2,92945064
HILIC,1,N(e)-Acetyl-Lysine,N(e)-Acetyl-Lysine_X_HILIC,N(e)-Acetyl-Lysine,1,189.123918,582.6,NA,Mix1,4,C8H16N2O3,170410,Mix1,142054476
HILIC,1,N(e)-Acetyl-Lysine,N(e)-Acetyl-Lysine_X_HILIC,N(e)-Acetyl-Lysine,1,189.123918,582.6,NA,Mix1,4,C8H16N2O3,170419,Mix1,98359438
HILIC,1,N(e)-Acetyl-Lysine,N(e)-Acetyl-Lysine_X_HILIC,N(e)-Acetyl-Lysine,1,189.123918,582.6,NA,Mix1,4,C8H16N2O3,180702,Mix1,128810336
HILIC,-1,NAD,NAD_X_HILIC,NAD,1,662.101304,636,0.594,Mix2,4,C21H27N7O14P2,170410,Mix2,5815270
HILIC,-1,NAD,NAD_X_HILIC,NAD,1,662.101304,636,0.594,Mix2,4,C21H27N7O14P2,170419,Mix2,5481301.25
HILIC,-1,NAD,NAD_X_HILIC,NAD,1,662.101304,636,0.594,Mix2,4,C21H27N7O14P2,180702,Mix2,3195554
HILIC,1,Ornithine,Ornithine_X_HILIC,Ornithine,1,133.097703,1007.4,NA,Mix1,5,C5H12N2O2,170410,Mix1,3099691.3
HILIC,1,Ornithine,Ornithine_X_HILIC,Ornithine,1,133.097703,1007.4,NA,Mix1,5,C5H12N2O2,170419,Mix1,2117392.8
HILIC,1,Ornithine,Ornithine_X_HILIC,Ornithine,1,133.097703,1007.4,NA,Mix1,5,C5H12N2O2,180702,Mix1,8027417.8
HILIC,1,Propionyl-L-carnitine,Propionyl-L-carnitine_X_HILIC,Propionyl-L-carnitine,1,218.139234,337.8,NA,Mix1,4,C10H19NO4,170410,Mix1,NaN
HILIC,1,Propionyl-L-carnitine,Propionyl-L-carnitine_X_HILIC,Propionyl-L-carnitine,1,218.139234,337.8,NA,Mix1,4,C10H19NO4,170419,Mix1,NaN
HILIC,1,Propionyl-L-carnitine,Propionyl-L-carnitine_X_HILIC,Propionyl-L-carnitine,1,218.139234,337.8,NA,Mix1,4,C10H19NO4,180702,Mix1,557210608
HILIC,1,Sarcosine,Sarcosine_X_HILIC,Sarcosine,1,90.055504,636,0.628,Mix2,4,C3H7NO2,170410,Mix2,17187061
HILIC,1,Sarcosine,Sarcosine_X_HILIC,Sarcosine,1,90.055504,636,0.628,Mix2,4,C3H7NO2,170419,Mix2,12574445
HILIC,1,Sarcosine,Sarcosine_X_HILIC,Sarcosine,1,90.055504,636,0.628,Mix2,4,C3H7NO2,180702,Mix2,33507234
HILIC,1,Serine,Serine_X_HILIC,Serine,1,106.050419,711.5999999999999,0.748,Mix1,4,C3H7NO3,170410,Mix1,1078685.625
HILIC,1,Serine,Serine_X_HILIC,Serine,1,106.050419,711.5999999999999,0.748,Mix1,4,C3H7NO3,170419,Mix1,496043.25
HILIC,1,Serine,Serine_X_HILIC,Serine,1,106.050419,711.5999999999999,0.748,Mix1,4,C3H7NO3,180702,Mix1,4112917.25
HILIC,-1,Sucrose,Sucrose_X_HILIC,Sucrose,1,341.10839,715.8,NA,Mix1,5,C12H22O11,170410,Mix1,14639245.2
HILIC,-1,Sucrose,Sucrose_X_HILIC,Sucrose,1,341.10839,715.8,NA,Mix1,5,C12H22O11,170419,Mix1,12598890
HILIC,-1,Sucrose,Sucrose_X_HILIC,Sucrose,1,341.10839,715.8,NA,Mix1,5,C12H22O11,180702,Mix1,9074636.8
HILIC,-1,Sulfolactic Acid,Sulfolactic Acid_X_HILIC,Sulfolactic Acid,1,168.980687,796.5,1.416,Mix2,16,C3H6O6S,170410,Mix2,39250.875
HILIC,-1,Sulfolactic Acid,Sulfolactic Acid_X_HILIC,Sulfolactic Acid,1,168.980687,796.5,1.416,Mix2,16,C3H6O6S,170419,Mix2,58457.40625
HILIC,-1,Sulfolactic Acid,Sulfolactic Acid_X_HILIC,Sulfolactic Acid,1,168.980687,796.5,1.416,Mix2,16,C3H6O6S,180702,Mix2,109556.4375
RP,1,Sulfurol,Sulfurol_X_RP,Sulfurol,1,144.048311,60,0.985,RP,0.25,C6H9NOS,170413,RP,164414928
RP,1,Sulfurol,Sulfurol_X_RP,Sulfurol,1,144.048311,60,0.985,RP,0.25,C6H9NOS,170425,RP,1062820288
RP,1,Sulfurol,Sulfurol_X_RP,Sulfurol,1,144.048311,60,0.985,RP,0.25,C6H9NOS,180716,RP,917221760
HILIC,1,Threonine,Threonine_X_HILIC,Threonine,1,120.066069,655.2,0.694,Mix1,4,C4H9NO3,170410,Mix1,5916723.125
HILIC,1,Threonine,Threonine_X_HILIC,Threonine,1,120.066069,655.2,0.694,Mix1,4,C4H9NO3,170419,Mix1,3802018.5
HILIC,1,Threonine,Threonine_X_HILIC,Threonine,1,120.066069,655.2,0.694,Mix1,4,C4H9NO3,180702,Mix1,9644331
HILIC,-1,Thymidine,Thymidine_X_HILIC,Thymidine,1,241.082448,196.2,0.909,Mix1,4,C10H14N2O5,170410,Mix1,20768054
HILIC,-1,Thymidine,Thymidine_X_HILIC,Thymidine,1,241.082448,196.2,0.909,Mix1,4,C10H14N2O5,170419,Mix1,31608528
HILIC,-1,Thymidine,Thymidine_X_HILIC,Thymidine,1,241.082448,196.2,0.909,Mix1,4,C10H14N2O5,180702,Mix1,11975121.5
HILIC,-1,Trehalose,Trehalose_X_HILIC,Trehalose,1,341.10839,780,0.751,Mix2,4,C12H22O11,170410,Mix2,9870124.75
HILIC,-1,Trehalose,Trehalose_X_HILIC,Trehalose,1,341.10839,780,0.751,Mix2,4,C12H22O11,170419,Mix2,8086038
HILIC,-1,Trehalose,Trehalose_X_HILIC,Trehalose,1,341.10839,780,0.751,Mix2,4,C12H22O11,180702,Mix2,10341718
RP,1,Tryptophan,Tryptophan_X_RP,Tryptophan,1,205.097703,124.19999999999999,0.826,RP,0.25,C11H12N2O2,170413,RP,25912976
RP,1,Tryptophan,Tryptophan_X_RP,Tryptophan,1,205.097703,124.19999999999999,0.826,RP,0.25,C11H12N2O2,170425,RP,139808488
RP,1,Tryptophan,Tryptophan_X_RP,Tryptophan,1,205.097703,124.19999999999999,0.826,RP,0.25,C11H12N2O2,180716,RP,108062136
HILIC,1,Tyrosine,Tyrosine_X_HILIC,Tyrosine,1,182.081719,585.6,0.673,Mix1,4,C9H11NO3,170410,Mix1,26503801
HILIC,1,Tyrosine,Tyrosine_X_HILIC,Tyrosine,1,182.081719,585.6,0.673,Mix1,4,C9H11NO3,170419,Mix1,20215431.5
HILIC,1,Tyrosine,Tyrosine_X_HILIC,Tyrosine,1,182.081719,585.6,0.673,Mix1,4,C9H11NO3,180702,Mix1,20377304
HILIC,-1,Uracil,Uracil_X_HILIC,Uracil,1,111.019453,240,0.825,Mix2,4,C4H4N2O2,170410,Mix2,31952492
HILIC,-1,Uracil,Uracil_X_HILIC,Uracil,1,111.019453,240,0.825,Mix2,4,C4H4N2O2,170419,Mix2,29123062
HILIC,-1,Uracil,Uracil_X_HILIC,Uracil,1,111.019453,240,0.825,Mix2,4,C4H4N2O2,180702,Mix2,16522699
HILIC,-1,Uridine,Uridine_X_HILIC,Uridine,1,243.061713,361.2,0.91,Mix2,4,C9H12N2O6,170410,Mix2,58360850
HILIC,-1,Uridine,Uridine_X_HILIC,Uridine,1,243.061713,361.2,0.91,Mix2,4,C9H12N2O6,170419,Mix2,61963682
HILIC,-1,Uridine,Uridine_X_HILIC,Uridine,1,243.061713,361.2,0.91,Mix2,4,C9H12N2O6,180702,Mix2,23774992
HILIC,1,Vitamin B3,Vitamin B3_X_HILIC,Vitamin B3,1,124.039854,160.8,0.989,Mix2,4,C6H5NO2,170410,Mix2,161073536
HILIC,1,Vitamin B3,Vitamin B3_X_HILIC,Vitamin B3,1,124.039854,160.8,0.989,Mix2,4,C6H5NO2,170419,Mix2,45385541
HILIC,1,Vitamin B3,Vitamin B3_X_HILIC,Vitamin B3,1,124.039854,160.8,0.989,Mix2,4,C6H5NO2,180702,Mix2,293858432
RP,1,Vitamin B5,Vitamin B5_X_RP,Vitamin B5,1,220.118498,70.19999999999999,0.403,RP,0.25,C9H17NO5,170413,RP,77699536
RP,1,Vitamin B5,Vitamin B5_X_RP,Vitamin B5,1,220.118498,70.19999999999999,0.403,RP,0.25,C9H17NO5,170425,RP,442945632
RP,1,Vitamin B5,Vitamin B5_X_RP,Vitamin B5,1,220.118498,70.19999999999999,0.403,RP,0.25,C9H17NO5,180716,RP,364284992
